isLong,bias0,bias1,prob
true,-5,5,0.029999999999999995
true,-5,-5,0.07
true,-1,-5,0.020000000000000004
true,-1,5,0.06
false,-5,5,0.010000000000000005
false,-5,1,0.06
false,-1,1,0.010000000000000005
false,5,1,0.010000000000000005
false,1,1,0.11000000000000001
true,-5,1,0.15999999999999998
true,-5,-1,0.29
false,-5,-1,0.13
false,-1,-1,0.020000000000000004
true,-1,-1,0.020000000000000004
