isLong,bias0,bias1,prob
false,-5,1,0.010000000000000005
false,-1,1,0.11000000000000001
false,-1,5,0.07999999999999999
false,-1,0,0.020000000000000004
false,5,0,0.04000000000000001
false,-5,0,0.010000000000000005
false,-5,-5,0.020000000000000004
false,1,-5,0.11000000000000001
true,1,-5,0.33
true,1,5,0.07999999999999999
true,-5,5,0.06
true,-5,-5,0.010000000000000005
true,5,-5,0.07
true,-1,5,0.05
