0,1,prob
0.875,0.425,0.07
0.625,0.875,0.05
0.875,0.575,0.07999999999999999
0.875,0.525,0.07
0.525,0.575,0.06
0.425,0.575,0.07999999999999999
0.525,0.625,0.029999999999999995
0.575,0.425,0.029999999999999995
0.875,0.625,0.07999999999999999
0.425,0.525,0.10000000000000002
0.425,0.625,0.05
0.575,0.625,0.029999999999999995
0.425,0.875,0.07
0.575,0.525,0.020000000000000004
0.625,0.525,0.029999999999999995
0.575,0.875,0.06
0.625,0.425,0.020000000000000004
0.525,0.425,0.010000000000000005
0.525,0.875,0.04000000000000001
0.625,0.575,0.020000000000000004
