0,1,prob
0.975,0.425,0.07999999999999999
0.425,0.975,0.07
0.325,0.425,0.05
0.175,0.325,0.029999999999999995
0.425,0.525,0.10000000000000002
0.325,0.525,0.07
0.975,0.525,0.07999999999999999
0.175,0.975,0.04000000000000001
0.325,0.975,0.07999999999999999
0.525,0.975,0.09000000000000002
0.425,0.325,0.029999999999999995
0.525,0.175,0.029999999999999995
0.525,0.425,0.010000000000000005
0.525,0.325,0.029999999999999995
0.975,0.175,0.07999999999999999
0.175,0.525,0.020000000000000004
0.975,0.325,0.06
0.425,0.175,0.020000000000000004
0.175,0.425,0.020000000000000004
0.325,0.175,0.010000000000000005
