0,1,prob
0.275,0.475,0.10000000000000002
0.675,0.325,0.07
0.325,0.275,0.020000000000000004
0.775,0.675,0.14
0.675,0.775,0.07999999999999999
0.325,0.475,0.07
0.275,0.675,0.05
0.475,0.675,0.06
0.475,0.325,0.04000000000000001
0.325,0.775,0.04000000000000001
0.675,0.475,0.029999999999999995
0.775,0.475,0.05
0.475,0.275,0.029999999999999995
0.475,0.775,0.020000000000000004
0.775,0.325,0.010000000000000005
0.275,0.775,0.06
0.675,0.275,0.010000000000000005
0.775,0.275,0.06
0.275,0.325,0.020000000000000004
0.325,0.675,0.04000000000000001
